TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
2003000,Game,SuspensionResumeDay,date,,True,The date a game that was suspended in play will be resumed for play. Useful for tracking when a Suspended game will return to an InProgress status.,False,False
2003000,Game,SuspensionResumeDateTime,datetime,,True,The date and start-time that the suspended in play game will be resumed for play. Useful for tracking when a Suspended game will return to an InProgress status.,False,False
2053000,ScheduleBasic,GameID,integer,32,True,The unique ID of this game,False,False
2053000,ScheduleBasic,Season,integer,32,False,The MLB season of the game,True,False
2053000,ScheduleBasic,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar),False,False
2053000,ScheduleBasic,Status,string,20,True,Indicates the game's status. Possible values include: Scheduled; InProgress; Final; Suspended; Delayed; Postponed; Canceled; Forfeit; NotNecessary,False,False
2053000,ScheduleBasic,Day,date,,True,The date of the game,False,False
2053000,ScheduleBasic,DateTime,datetime,,True,The date and time of the game in US Eastern Time,False,False
2053000,ScheduleBasic,AwayTeam,string,50,True,The abbreviation [Key] of the away team,False,False
2053000,ScheduleBasic,HomeTeam,string,50,True,The abbreviation [Key] of the Home Team,False,False
2053000,ScheduleBasic,AwayTeamID,integer,32,True,The unique TeamID of the away team,False,False
2053000,ScheduleBasic,HomeTeamID,integer,32,True,The unique ID of the home team,False,False
2053000,ScheduleBasic,RescheduledGameID,integer,32,True,The GameID of the game that was rescheduled from this game. This only pertains to postponed games that require rescheduling.,True,False
2053000,ScheduleBasic,StadiumID,integer,32,True,The unique ID of the stadium,True,False
2053000,ScheduleBasic,IsClosed,boolean,,False,Indicates whether the game is over and the final score has been verified and closed out. Note: it is recommend for bet resulting to use IsClosed = True rather than simply Final game status.,False,False
2053000,ScheduleBasic,Updated,datetime,,True,The date and time of the late update made to this record (in US Eastern Time),False,False
2053000,ScheduleBasic,GameEndDateTime,datetime,,True,The date and time that the game ended in US Eastern Time,True,False
2053000,ScheduleBasic,DateTimeUTC,datetime,,True,The date and time of the game in UTC,False,False
2053000,ScheduleBasic,SeriesInfo,Series,32,True,Contains relevant series data for postseason series only - HomeTeamWins; AwayTeamWins; GameNumber; and MaxLength,False,False
2053000,ScheduleBasic,RescheduledFromGameID,integer,32,True,The GameID of the originally scheduled; postponed game; that this game was rescheduled from. This only pertains to games that are scheduled as "make up" games.,True,True
2053000,ScheduleBasic,SuspensionResumeDay,date,,True,The date a game that was suspended in play will be resumed for play. Useful for tracking when a Suspended game will return to an InProgress status.,False,False
2053000,ScheduleBasic,SuspensionResumeDateTime,datetime,,True,The date and start-time that the suspended in play game will be resumed for play. Useful for tracking when a Suspended game will return to an InProgress status.,False,False
2061000,FantasyGame,GameID,integer,32,False,The unique ID of this game,True,False
2061000,FantasyGame,PlayerID,integer,32,False,The player's unique PlayerID as assigned by SportsDataIO. Note: this ID will stay with the player throughout their MLB career,False,False
2061000,FantasyGame,SeasonType,integer,32,True,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,False,False
2061000,FantasyGame,Season,integer,32,True,The MLB season of the game,True,False
2061000,FantasyGame,Day,date,,True,The date of the game,True,False
2061000,FantasyGame,DateTime,datetime,,True,The date and time of the game in US Eastern Time,False,False
2061000,FantasyGame,Team,string,10,True,The abbreviation [Key] of the team,False,False
2061000,FantasyGame,Opponent,string,10,True,The name [Key] of the player's opponent in the game,False,False
2061000,FantasyGame,HomeOrAway,string,4,True,Whether the team is home or away,True,False
2061000,FantasyGame,Jersey,integer,32,True,The player's jersey number.,True,False
2061000,FantasyGame,Name,string,50,True,Player's full name,False,False
2061000,FantasyGame,Position,string,10,True,The player's position associated with the given game or season. Possible values: 1B; 2B; 3B; C; CF; DH; IF; LF; OF; P; PH; PR; RF; RP; SP; SS,True,False
2061000,FantasyGame,PositionCategory,string,10,True,The player's position category. Possible values: DH; IF; OF; P; PH; PR,False,False
2061000,FantasyGame,Games,integer,32,True,The number of games played by the player. Note: for game feeds this will always = 1,False,False
2061000,FantasyGame,Started,integer,32,True,Whether the player started in the game. Note: started = 1 and not starting = 0,False,False
2061000,FantasyGame,FantasyPoints,decimal,32,True,Total fantasy points by the player during the game,False,False
2061000,FantasyGame,FantasyPointsBatting,decimal,32,True,Total batting fantasy points by the player in the game,False,False
2061000,FantasyGame,FantasyPointsPitching,decimal,32,True,Total pitching fantasy points by the player in the game,False,False
2061000,FantasyGame,IsGameOver,boolean,,True,Whether or not the game is over (returns ture/false),False,False
2061000,FantasyGame,FantasyPointsFanDuel,decimal,32,True,Total FanDuel fantasy points by the player in the game,False,False
2061000,FantasyGame,FantasyPointsYahoo,decimal,32,True,Total Yahoo fantasy points by the player in the game,False,False
2061000,FantasyGame,FantasyPointsDraftKings,decimal,32,True,Total DraftKings fantasy points by the player in the game,False,False
2061000,FantasyGame,FanDuelPosition,string,10,True,The player's eligible position in FanDuel's daily fantasy sports platform.,True,False
2061000,FantasyGame,DraftKingsPosition,string,10,True,The player's eligible position in DraftKings' daily fantasy sports platform.,True,False
2061000,FantasyGame,YahooPosition,string,10,True,The player's eligible position in Yahoo's daily fantasy sports platform,False,False
2061000,FantasyGame,OpponentRank,integer,32,True,The ranking of the player's opponent with regards to fantasy points allowed,False,False
2061000,FantasyGame,OppositionPositionRank,integer,32,True,The ranking of the player's opponent by position with regards to fantasy points allowed,False,False
2061000,FantasyGame,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
2061000,FantasyGame,Updated,datetime,,True,The date and time of the late update made to this record (in US Eastern Time),False,False
2054000,ScoreBasic,AwayTeamRuns,integer,32,True,Number of runs scored by the away team in the game,False,True
2054000,ScoreBasic,HomeTeamRuns,integer,32,True,Number of runs scored by the home team in the game,False,True
2054000,ScoreBasic,AwayTeamHits,integer,32,True,Total hits by the away team in the game,False,True
2054000,ScoreBasic,HomeTeamHits,integer,32,True,Total hits by the home team in the game,False,True
2054000,ScoreBasic,AwayTeamErrors,integer,32,True,Total errors committed by the away team in the game,False,True
2054000,ScoreBasic,HomeTeamErrors,integer,32,True,Total errors committed by the home team in the game,False,True
2054000,ScoreBasic,Attendance,integer,32,True,Total number of people who attended the game,True,False
2054000,ScoreBasic,GlobalGameID,integer,32,False,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
2054000,ScoreBasic,GlobalAwayTeamID,integer,32,False,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues.,False,False
2054000,ScoreBasic,GlobalHomeTeamID,integer,32,False,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues.,False,False
2054000,ScoreBasic,NeutralVenue,boolean,,True,Indicates whether this game is played in a neutral venue,True,False
2054000,ScoreBasic,Inning,integer,32,True,The inning that the game is currently in; or the inning in which the game ended. Possible values include: NULL; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; etc),True,False
2054000,ScoreBasic,InningHalf,string,1,True,The inning half that the game is currently in; or the inning half in which the game ended (possible values: T; B; E: M: NULL),False,False
2054000,ScoreBasic,GameID,integer,32,True,The unique ID of this game,False,False
2054000,ScoreBasic,Season,integer,32,False,The MLB season of the game,True,False
2054000,ScoreBasic,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar),False,False
2054000,ScoreBasic,Status,string,20,True,Indicates the game's status. Possible values include: Scheduled; InProgress; Final; Suspended; Delayed; Postponed; Canceled; Forfeit; NotNecessary,False,False
2054000,ScoreBasic,Day,date,,True,The date of the game,False,False
2054000,ScoreBasic,DateTime,datetime,,True,The date and time of the game in US Eastern Time,False,False
2054000,ScoreBasic,AwayTeam,string,50,True,The abbreviation [Key] of the away team,False,False
2054000,ScoreBasic,HomeTeam,string,50,True,The abbreviation [Key] of the Home Team,False,False
2054000,ScoreBasic,AwayTeamID,integer,32,True,The unique TeamID of the away team,False,False
2054000,ScoreBasic,HomeTeamID,integer,32,True,The unique ID of the home team,False,False
2054000,ScoreBasic,RescheduledGameID,integer,32,True,The GameID of the game that was rescheduled from this game. This only pertains to postponed games that require rescheduling.,True,False
2054000,ScoreBasic,StadiumID,integer,32,True,The unique ID of the stadium,True,False
2054000,ScoreBasic,IsClosed,boolean,,False,Indicates whether the game is over and the final score has been verified and closed out. Note: it is recommend for bet resulting to use IsClosed = True rather than simply Final game status.,False,False
2054000,ScoreBasic,Updated,datetime,,True,The date and time of the late update made to this record (in US Eastern Time),False,False
2054000,ScoreBasic,GameEndDateTime,datetime,,True,The date and time that the game ended in US Eastern Time,True,False
2054000,ScoreBasic,DateTimeUTC,datetime,,True,The date and time of the game in UTC,False,False
2054000,ScoreBasic,SeriesInfo,Series,32,True,Contains relevant series data for postseason series only - HomeTeamWins; AwayTeamWins; GameNumber; and MaxLength,False,False
2054000,ScoreBasic,RescheduledFromGameID,integer,32,True,The GameID of the originally scheduled; postponed game; that this game was rescheduled from. This only pertains to games that are scheduled as "make up" games.,True,True
2054000,ScoreBasic,SuspensionResumeDay,date,,True,The date a game that was suspended in play will be resumed for play. Useful for tracking when a Suspended game will return to an InProgress status.,False,False
2054000,ScoreBasic,SuspensionResumeDateTime,datetime,,True,The date and start-time that the suspended in play game will be resumed for play. Useful for tracking when a Suspended game will return to an InProgress status.,False,False
2004000,Inning,InningID,integer,32,False,The unique ID of this specific inning,False,False
2004000,Inning,GameID,integer,32,False,The unique ID of the game tied to this Inning,False,False
2004000,Inning,InningNumber,integer,32,False,The current inning number of the game,False,False
2004000,Inning,AwayTeamRuns,integer,32,True,Number of runs scored by the away team in the specific inning,False,True
2004000,Inning,HomeTeamRuns,integer,32,True,Number of runs scored by the home team in the specific inning,False,True
2005000,Player,PlayerID,integer,32,False,The player's unique PlayerID as assigned by SportsDataIO. Note: this ID will stay with the player throughout their MLB career,False,False
2005000,Player,SportsDataID,string,50,True,Deprecated. Use SportRadarPlayerID instead.,True,False
2005000,Player,Status,string,50,True,Indicates the player's status of being on an Major League Active Roster. Possible values include: Active; 40 Man Active; Non-Roster Invitee; Minors; Inactive; 7 Day Injury List; 10 Day Injury List; 15 Day Injury List; 60 Day Injury List; Restricted List; Paternity List; Bereavement List; Military List,True,False
2005000,Player,TeamID,integer,32,True,The team's unique TeamID as assigned by SportsDataIO,False,False
2005000,Player,Team,string,10,True,The abbreviation [Key] of the team that the player belongs to,False,False
2005000,Player,Jersey,integer,32,True,The player's jersey number.,True,False
2005000,Player,PositionCategory,string,10,True,The player's position category. Possible values: DH; IF; OF; P; PH; PR,True,False
2005000,Player,Position,string,10,True,The player's position associated with the given game or season. Possible values: 1B; 2B; 3B; C; CF; DH; IF; LF; OF; P; PH; PR; RF; RP; SP; SS,False,False
2005000,Player,MLBAMID,integer,32,True,The player's unique PlayerID for cross reference use with MLB AM,False,False
2005000,Player,FirstName,string,50,True,The player's first name,False,False
2005000,Player,LastName,string,50,True,The player's last name,False,False
2005000,Player,BatHand,string,1,True,The player's batting hand. Possible values: R; L; S,True,False
2005000,Player,ThrowHand,string,1,True,The player's throwing hand. Possible values: R; L; S,True,False
2005000,Player,Height,integer,32,True,The player's height in inches,False,False
2005000,Player,Weight,integer,32,True,The weight of the player in pounds (lbs).,False,False
2005000,Player,BirthDate,datetime,,True,The player's date of birth,False,False
2005000,Player,BirthCity,string,50,True,The city in which the player was born,False,False
2005000,Player,BirthState,string,50,True,The state in which the player was born. Note: State will be NULL for all countries outside of North America and Australia,False,False
2005000,Player,BirthCountry,string,50,True,The country in which the player was born,False,False
2005000,Player,HighSchool,string,50,True,The high school that the player attended. Note: If the player attended a college; this field will be NULL,False,False
2005000,Player,College,string,50,True,The college that the player attended. Note: If player did not attend college this field will contain "None" and a high school will be added if applicable,False,False
2005000,Player,ProDebut,date,,True,The date that this player made his MLB debut.,True,False
2005000,Player,Salary,integer,32,True,Field is expected to be NULL,False,False
2005000,Player,PhotoUrl,string,250,True,Field is expected to be NULL,False,False
2005000,Player,SportRadarPlayerID,string,50,True,The player's unique PlayerID for cross reference use with Stats Player,False,False
2005000,Player,RotoworldPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with Rotoworld.,True,False
2005000,Player,RotoWirePlayerID,integer,32,True,The player's unique PlayerID for cross reference use with RotoWire.,True,False
2005000,Player,FantasyAlarmPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with FantasyAlarm,False,False
2005000,Player,StatsPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with Stats Player.,True,False
2005000,Player,SportsDirectPlayerID,integer,32,True,The player's cross reference PlayerID to the SportsDirect data feeds; now part of Nielsen GraceNote.,True,False
2005000,Player,XmlTeamPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with Xml Team,False,False
2005000,Player,InjuryStatus,string,50,True,The player's current injury status; in the form of likelihood that player plays. Possible values: Probable; Questionable; Doubtful; Out,False,True
2005000,Player,InjuryBodyPart,string,50,True,Indicates the player's injured body part. (e.g. ankle; knee; elbow; etc.),False,True
2005000,Player,InjuryStartDate,date,,True,The day that the injury started or first discovered.,False,False
2005000,Player,InjuryNotes,string,250,True,Brief description of the player's injury and expected availability,False,True
2005000,Player,FanDuelPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with FanDuel,False,False
2005000,Player,DraftKingsPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with DraftKings.,True,False
2005000,Player,YahooPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with Yahoo,False,False
2005000,Player,UpcomingGameID,integer,32,True,The unique ID of a player's next upcoming game,False,False
2005000,Player,FanDuelName,string,50,True,The player's name on FanDuel,False,False
2005000,Player,DraftKingsName,string,50,True,The player's name on DraftKings,False,False
2005000,Player,YahooName,string,50,True,The player's name as displayed on/by Yahoo,False,False
2005000,Player,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues,False,False
2005000,Player,FantasyDraftName,string,50,True,The player's name on Fantasy Draft,False,False
2005000,Player,FantasyDraftPlayerID,integer,32,True,The player's unique PlayerID for cross reference use with Fantasy Draft,False,False
2005000,Player,Experience,string,20,True,The player's years of experience,True,False
2005000,Player,UsaTodayPlayerID,integer,32,True,The player's cross reference PlayerID to USA Today headshot data feeds.,True,False
2005000,Player,UsaTodayHeadshotUrl,string,100,True,The player's headshot URL as provided by USA Today. License from USA Today is required.,True,False
2005000,Player,UsaTodayHeadshotNoBackgroundUrl,string,100,True,The player's transparent background headshot URL as provided by USA Today. License from USA Today is required.,True,False
2005000,Player,UsaTodayHeadshotUpdated,datetime,,True,The last updated date of the player's headshot as provided by USA Today. License from USA Today is required.,True,False
2005000,Player,UsaTodayHeadshotNoBackgroundUpdated,datetime,,True,The last updated date of the player's transparent background headshot as provided by USA Today. License from USA Today is required.,True,False
2055000,PlayerBasic,PlayerID,integer,32,False,The player's unique PlayerID as assigned by SportsDataIO. Note: this ID will stay with the player throughout their MLB career,False,False
2055000,PlayerBasic,SportsDataID,string,50,True,Deprecated. Use SportRadarPlayerID instead.,True,False
